agency,series,code,description,screenTitle,type,charLimit,tsj,constraints
Federal,s11,c114,Health insurance and welfare benefit surcharge,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c115,Military exclusion,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s11,c116,Military pay,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s11,c117,Military reserve/national guard pay (1=all) (taxable) {},"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:ENUM; source:maxLength=1
Federal,s11,c119,National Guard or Reserve Wage,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s11,c120,Income received by incapacitated firefighter/policeman (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c121,Student income exempt under U.S. tax treaty (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c122,Military active duty pay (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c123,State family leave insurance {},"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c125,"1=first school district, 2=second school district","Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=2; src:STRING; source:maxLength=1
Federal,s11,c126,Saturdays and Sundays,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=366; src:STRING; source:maxLength=1
Federal,s11,c127,Holidays,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=366; src:STRING; source:maxLength=1
Federal,s11,c128,Sick leave,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=366; src:STRING; source:maxLength=1
Federal,s11,c129,Vacation,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=366; src:STRING; source:maxLength=1
Federal,s11,c130,Other,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=366; src:STRING; source:maxLength=1
Federal,s11,c131,Number of days worked outside Delaware,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=366; src:STRING; source:maxLength=1
Federal,s11,c132,State pickup amount {MD},"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c133,Contributions to MA retirement systems,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c134,Location outside Delaware (Click on button to expand),"Wages, Salaries, Tips (W-2)",DATE,,N,src:STRING; source:maxLength=1
Federal,s11,c135,,"Wages, Salaries, Tips (W-2)",DATE,,N,src:STRING; source:maxLength=1
Federal,s11,c137,Military pay adjustment (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c138,City Name,"Wages, Salaries, Tips (W-2)",STRING,17,N,maxLength=17; src:STRING; source:maxLength=1
Federal,s11,c139,City Withholding,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c140,Date Worked in City from,"Wages, Salaries, Tips (W-2)",DATE,,N,src:STRING; source:maxLength=1
Federal,s11,c141,Date Worked in City to,"Wages, Salaries, Tips (W-2)",DATE,,N,src:STRING; source:maxLength=1
Federal,s11,c142,Days Worked in the City [Override],"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=366; src:STRING; source:maxLength=1
Federal,s11,c143,City Wages [Override],"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c144,Number of days worked everywhere,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c145,Vacation days,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c146,Sick days,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c147,Holidays,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c148,Part Year NR Apportioned Wages [Override],"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c149,Part Year NR Taxable Wages [Override],"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c151,Reason wages are not taxable or total days worked is not 260,"Wages, Salaries, Tips (W-2)",STRING,60,N,maxLength=60; src:STRING; source:maxLength=1
Federal,s11,c152,"Actual days employed, if not 365","Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=366; src:STRING; source:maxLength=1
Federal,s11,c153,"Wages to apportion to Maine (1=all, nonresident returns only)","Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c154,Benefits received from Railroad Retirement Board (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c155,City Name,"Wages, Salaries, Tips (W-2)",STRING,60,N,maxLength=60; src:STRING; source:maxLength=1
Federal,s11,c156,City Wages,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c157,Employee Business Expense,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c158,City Withholding,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c159,Dates Earned from,"Wages, Salaries, Tips (W-2)",DATE,,N,src:STRING; source:maxLength=1
Federal,s11,c160,Dates Earned to,"Wages, Salaries, Tips (W-2)",DATE,,N,src:STRING; source:maxLength=1
Federal,s11,c161,City Name,"Wages, Salaries, Tips (W-2)",STRING,25,N,maxLength=25; src:STRING; source:maxLength=1
Federal,s11,c162,City Wages (if different),"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c163,City Withholding,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c164,"School district wages, if different (-1=none)","Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c165,St. Louis income tax withheld,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c166,Kansas City income tax withheld,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c168,New Mexico Armed Forces pay adjustment (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c169,Nonresident military pay adjustment (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c170,Nonresident military pay adjustment (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c171,Military pay received while nonresident (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c172,Address,"Wages, Salaries, Tips (W-2)",STRING,21,N,maxLength=21
Federal,s11,c173,City,"Wages, Salaries, Tips (W-2)",STRING,22,N,maxLength=22
Federal,s11,c174,State,"Wages, Salaries, Tips (W-2)",STRING,2,N,maxLength=2
Federal,s11,c175,Includes new or corrected information for this payer on GA 500X,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s11,c176,Severance wages (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c177,Indiana withholding locality code (Click on arrow to select from list),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=99
Federal,s11,c178,Active duty military (1=all) {},"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:ENUM; source:maxLength=1
Federal,s11,c180,Nonresident military wages - Schedule 511NR-B,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c181,City name,"Wages, Salaries, Tips (W-2)",STRING,17,N,maxLength=17
Federal,s11,c182,City withholding,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c183,City wages [Override],"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c184,Days worked in the city,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=366; src:STRING; source:maxLength=1
Federal,s11,c185,Days worked everywhere,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=366; src:STRING; source:maxLength=1
Federal,s11,c186,Deferred compensation,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=-99999999; max=99999999; src:STRING; source:maxLength=1
Federal,s11,c187,Form 2106 or related employee expenses [Override],"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=-99999999; max=99999999; src:STRING; source:maxLength=1
Federal,s11,c188,Employee business expense schedule (Click on arrow to select from list),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=300
Federal,s11,c189,"Active Duty Pay (Includes US Armed Forces, Reserve, and National Guard) (1=all)","Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c191,Resident federal active duty military pay adjustment (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c192,Resident national guard or reservists Minnesota service pay adjustment (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c193,Military wage adjustment for resident filers (1=all) {OH},"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c194,Column A,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c195,Column B,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c196,Column C,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c197,Company contribution to deferred compensation plan,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c198,Personal use of company vehicle,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c199,Combat pay received while resident (1=all),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c200,Column A,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c201,Column B,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c202,Column C,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c203,Distributions from a non-qualified deferred compensation plan previously taxed for Pennsylvania purposes,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c204,Generate Reconciliation Worksheet for this W-2,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s11,c209,Elect to apply the increased elective deferral 408(p) SIMPLE plan limits and makes an additional employer contribution,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s11,c210,PA state unemployment insurance {PA},"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c211,,"Wages, Salaries, Tips (W-2)",STRING,15,N,maxLength=15; src:STRING; source:maxLength=1
Federal,s11,c212,Additional box 12 items (Click on button to expand),"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c213,,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1900; max=2100; src:STRING; source:maxLength=1
Federal,s11,c215,RRTA compensation,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c216,RRTA medicare tax,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c217,RRTA additional medicare tax,"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c219,Paid family and medical leave (MAPFML) {},"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c220,Other Adjustments (Columbus only),"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c221,Other Adjustment Type (Columbus only) (Click on arrow to select from list),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=9; src:STRING; source:maxLength=1
Federal,s11,c230,Oregon statewide transit tax withheld {OR},"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c231,Oregon paid leave {OR},"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c250,"MFS community property: 1=taxpayer's W-2, 2=spouse's W-2","Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=2
Federal,s11,c251,Taxpayer ID verified,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s11,c255,Work at multiple locations in and out of city,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s11,c278,Military spouse income (1=all) {},"Wages, Salaries, Tips (W-2)",NUMBER,,N,src:ENUM; source:maxLength=1
Federal,s11,c279,Medical insurance premiums {NJ},"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c280,Resident City Withholding,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c281,Active duty military compensation eligible for Colorado home subtraction {CO},"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c282,State ID verified?,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s11,c283,"School district wages, if different (-1=none)","Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c284,School district tax withheld (if 2nd school district tax withheld on same W-2),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=999999999
Federal,s11,c285,"Worked remotely at any point during the year (1=yes, 2=no) (Toledo)","Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=2; src:STRING; source:maxLength=1
Federal,s11,c286,"1=first school district, 2=second school district","Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=1; max=2; src:STRING; source:maxLength=1
Federal,s11,c287,Agent for employer indicator,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s11,c288,Days worked outside St. Louis  (Click on button to expand),"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=31; src:STRING; source:maxLength=1
Federal,s11,c289,MC-40 - Local wages if different,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c290,MC-40 - Local income tax withheld,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c291,MET-40 - Local wages if different,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c292,MET-40 - Local income tax withheld,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c295,Wages earned during period of residence in AL,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s11,c296,Additional taxable wages - other states [Override],"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c297,"If ""F"" above, amount contributed to Roth IRA","Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c298,"If ""S"" above, amount contributed to Roth IRA","Wages, Salaries, Tips (W-2)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s11,c311,Qualified tips received as an employee,"Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c312,"Qualified overtime compensation included on Form W-2, box 1","Wages, Salaries, Tips (W-2)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s11,c500,Percentage of time worked from home (.xxxx),"Wages, Salaries, Tips (W-2)",NUMBER,,N,"formattedNumber; minOr=[0, -1]; max=1.0; src:STRING; source:maxLength=1"
Federal,s11,c800,{{ind.detail.s11.p._index_.c800.x[0].desc}},Adjustments to Income,,,N,
Federal,s11,c803,Private plan/NJ employer identification number (NJ-2450),"Wages, Salaries, Tips (W-2)",STRING,15,N,maxLength=15
Federal,s11,c804,"(d) Control number, if any","Wages, Salaries, Tips (W-2)",STRING,14,N,maxLength=14
Federal,s11,c805,Street address,"Wages, Salaries, Tips (W-2)",STRING,35,N,maxLength=35
Federal,s11,c806,City / State / ZIP code,"Wages, Salaries, Tips (W-2)",STRING,22,N,maxLength=22
Federal,s11,c807,(b) Employer identification number (EIN),"Wages, Salaries, Tips (W-2)",SSN,9,N,
Federal,s11,c808,Employer state ID no.  Click on button to expand  if multi-state W-2),"Wages, Salaries, Tips (W-2)",STRING,16,N,maxLength=16; src:STRING; source:maxLength=1
